season,celebrity_name,week,judge_total,judge_rank_in_week,week_valid,ballroom_partner,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,results,placement,elimination_week,relative_judge_score,cumulative_average,trend,is_bottom_2_judge
30,Iman Shumpert,5,210.0,6.0,True,Daniella Karagach,Athlete,31,Illinois,United States,1st Place,1,999,0.14338706826517247,192.8125,-26.25,True
30,Iman Shumpert,6,300.0,1.0,True,Daniella Karagach,Athlete,31,Illinois,United States,1st Place,1,999,0.8796247946212833,196.25,90.0,False
30,Iman Shumpert,7,255.0,5.0,True,Daniella Karagach,Athlete,31,Illinois,United States,1st Place,1,999,0.6566627947365573,213.54166666666666,-45.0,False
30,Iman Shumpert,8,262.5,5.0,True,Daniella Karagach,Athlete,31,Illinois,United States,1st Place,1,999,0.720908635415719,219.46428571428572,7.5,False
30,Iman Shumpert,9,281.25,3.0,True,Daniella Karagach,Athlete,31,Illinois,United States,1st Place,1,999,1.1726167461498727,224.84375,18.75,False
30,Iman Shumpert,10,300.0,1.0,True,Daniella Karagach,Athlete,31,Illinois,United States,1st Place,1,999,1.6433270792999617,231.11111111111111,18.75,False
30,Iman Shumpert,11,,,False,Daniella Karagach,Athlete,31,Illinois,United States,1st Place,1,999,0.0,238.0,,False
30,Jimmie Allen,1,165.0,7.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,-0.6232489922642327,,,False
30,Jimmie Allen,2,202.5,5.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.3211397749648223,165.0,37.5,False
30,Jimmie Allen,3,200.0,5.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.02292111723195238,183.75,-2.5,False
30,Jimmie Allen,4,243.75,5.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.4039882444605992,189.16666666666666,43.75,False
30,Jimmie Allen,5,255.0,4.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.512096672375616,202.8125,11.25,False
30,Jimmie Allen,6,285.0,2.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.7678080834406117,213.25,30.0,False
30,Jimmie Allen,7,285.0,3.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.871962071699363,225.20833333333334,0.0,False
30,Jimmie Allen,8,240.0,6.0,True,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.5714114529562381,233.75,-45.0,True
30,Jimmie Allen,9,,6.0,False,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,-0.7875524060323068,234.53125,-240.0,True
30,Jimmie Allen,10,,4.0,False,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,-0.5823980845374582,208.47222222222223,0.0,True
30,Jimmie Allen,11,,,False,Emma Slater,Singer/Rapper,36,Delaware,United States,Eliminated Week 8,7,8,0.0,187.625,,False
30,JoJo Siwa,1,217.5,1.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,1.194560568506446,,,False
30,JoJo Siwa,2,232.5,2.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,1.2845590998592893,217.5,15.0,False
30,JoJo Siwa,3,240.0,1.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,0.7105546341905189,225.0,7.5,False
30,JoJo Siwa,4,262.5,2.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,0.618875608535386,230.0,22.5,False
30,JoJo Siwa,5,300.0,1.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,0.8808062764860595,238.125,37.5,False
30,JoJo Siwa,6,300.0,1.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,0.8796247946212833,250.5,0.0,False
30,JoJo Siwa,7,292.5,2.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,0.9257868909400644,258.75,-7.5,False
30,JoJo Siwa,8,307.5,2.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,1.0199030003346807,263.57142857142856,15.0,False
30,JoJo Siwa,9,300.0,1.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,1.3032946896286846,269.0625,-7.5,False
30,JoJo Siwa,10,300.0,1.0,True,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,1.6433270792999617,272.5,0.0,False
30,JoJo Siwa,11,,,False,Jenna Johnson,Social Media Personality,18,Nebraska,United States,2nd Place,2,999,0.0,275.25,,False
30,Kenya Moore,1,195.0,4.0,True,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,0.4154993281761551,,,False
30,Kenya Moore,2,180.0,8.0,True,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,-0.4014247187060279,195.0,-15.0,False
30,Kenya Moore,3,210.0,4.0,True,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,0.194829496471594,187.5,30.0,False
30,Kenya Moore,4,221.25,7.0,True,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,0.14612340757085504,195.0,11.25,False
30,Kenya Moore,5,270.0,3.0,True,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,0.6349998737457638,201.5625,48.75,False
30,Kenya Moore,6,240.0,5.0,True,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,0.4323579498985969,215.25,-30.0,True
30,Kenya Moore,7,,7.0,False,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,-1.1733810594472909,219.375,-240.0,True
30,Kenya Moore,8,,7.0,False,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,-1.0232251599448914,188.03571428571428,0.0,True
30,Kenya Moore,9,,6.0,False,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,-0.7875524060323068,164.53125,0.0,True
30,Kenya Moore,10,,4.0,False,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,-0.5823980845374582,146.25,0.0,True
30,Kenya Moore,11,,,False,Brandon Armstrong,TV Personality,50,Michigan,United States,Eliminated Week 6,10,6,0.0,131.625,,False
30,Martin Kove,1,97.5,9.0,True,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-2.960432713255105,,,True
30,Martin Kove,2,112.5,11.0,True,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-2.5691181997185786,97.5,15.0,True
30,Martin Kove,3,,8.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-3.41524646756088,105.0,-112.5,True
30,Martin Kove,4,,11.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-2.3895474885116292,70.0,0.0,True
30,Martin Kove,5,,7.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-1.5772577509168972,52.5,0.0,True
30,Martin Kove,6,,6.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-1.3567094289921489,42.0,0.0,True
30,Martin Kove,7,,7.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-1.1733810594472909,35.0,0.0,True
30,Martin Kove,8,,7.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-1.0232251599448914,30.0,0.0,True
30,Martin Kove,9,,6.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-0.7875524060323068,26.25,0.0,True
30,Martin Kove,10,,4.0,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,-0.5823980845374582,23.333333333333332,0.0,True
30,Martin Kove,11,,,False,Britt Stewart,Actor/Actress,75,New York,United States,Eliminated Week 2,15,2,0.0,21.0,,False
30,Matt James,1,180.0,6.0,True,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-0.10387483204403877,,,False
30,Matt James,2,165.0,10.0,True,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-0.8831343811532614,180.0,-15.0,True
30,Matt James,3,200.0,5.0,True,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,0.02292111723195238,172.5,35.0,False
30,Matt James,4,213.75,9.0,True,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,0.060168461940940304,181.66666666666666,13.75,False
30,Matt James,5,,7.0,False,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-1.5772577509168972,189.6875,-213.75,True
30,Matt James,6,,6.0,False,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-1.3567094289921489,151.75,0.0,True
30,Matt James,7,,7.0,False,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-1.1733810594472909,126.45833333333333,0.0,True
30,Matt James,8,,7.0,False,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-1.0232251599448914,108.39285714285714,0.0,True
30,Matt James,9,,6.0,False,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-0.7875524060323068,94.84375,0.0,True
30,Matt James,10,,4.0,False,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,-0.5823980845374582,84.30555555555556,0.0,True
30,Matt James,11,,,False,Lindsay Arnold,Athlete,29,North Carolina,United States,Eliminated Week 4,12,4,0.0,75.875,,False
30,Melanie C,1,202.5,3.0,True,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,0.675186408286252,,,False
30,Melanie C,2,225.0,3.0,True,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,1.0437042686356726,202.5,22.5,False
30,Melanie C,3,220.0,3.0,True,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,0.3667378757112356,213.75,-5.0,False
30,Melanie C,4,247.5,4.0,True,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,0.44696571727555656,215.83333333333334,27.5,False
30,Melanie C,5,270.0,3.0,True,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,0.6349998737457638,223.75,22.5,False
30,Melanie C,6,,6.0,False,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,-1.3567094289921489,233.0,-270.0,True
30,Melanie C,7,,7.0,False,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,-1.1733810594472909,194.16666666666666,0.0,True
30,Melanie C,8,,7.0,False,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,-1.0232251599448914,166.42857142857142,0.0,True
30,Melanie C,9,,6.0,False,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,-0.7875524060323068,145.625,0.0,True
30,Melanie C,10,,4.0,False,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,-0.5823980845374582,129.44444444444446,0.0,True
30,Melanie C,11,,,False,Gleb Savchenko,Singer/Rapper,47,,England,Eliminated Week 5,11,5,0.0,116.5,,False
30,Melora Hardin,1,195.0,4.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.4154993281761551,,,False
30,Melora Hardin,2,202.5,5.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.3211397749648223,195.0,7.5,False
30,Melora Hardin,3,230.0,2.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.5386462549508773,198.75,27.5,False
30,Melora Hardin,4,273.75,1.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.7478080269802581,209.16666666666666,43.75,False
30,Melora Hardin,5,270.0,3.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.6349998737457638,225.3125,-3.75,False
30,Melora Hardin,6,255.0,4.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.5441746610792685,234.25,-15.0,False
30,Melora Hardin,7,285.0,3.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.871962071699363,237.70833333333334,30.0,False
30,Melora Hardin,8,315.0,1.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,1.0697353944878412,244.46428571428572,30.0,False
30,Melora Hardin,9,270.0,4.0,True,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,1.0942099800625855,253.28125,-45.0,False
30,Melora Hardin,10,,4.0,False,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,-0.5823980845374582,255.13888888888889,-270.0,True
30,Melora Hardin,11,,,False,Artem Chigvintsev,Actor/Actress,54,Texas,United States,Eliminated Week 9,6,9,0.0,229.625,,False
30,"Mike ""The Miz"" Mizanin",1,180.0,6.0,True,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,-0.10387483204403877,,,False
30,"Mike ""The Miz"" Mizanin",2,195.0,6.0,True,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,0.08028494374120558,180.0,15.0,False
30,"Mike ""The Miz"" Mizanin",3,220.0,3.0,True,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,0.3667378757112356,187.5,25.0,False
30,"Mike ""The Miz"" Mizanin",4,243.75,5.0,True,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,0.4039882444605992,198.33333333333334,23.75,False
30,"Mike ""The Miz"" Mizanin",5,240.0,5.0,True,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,0.38919347100546814,209.6875,-3.75,False
30,"Mike ""The Miz"" Mizanin",6,255.0,4.0,True,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,0.5441746610792685,215.75,15.0,False
30,"Mike ""The Miz"" Mizanin",7,240.0,6.0,True,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,0.5490131562551545,222.29166666666666,-15.0,True
30,"Mike ""The Miz"" Mizanin",8,,7.0,False,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,-1.0232251599448914,224.82142857142858,-240.0,True
30,"Mike ""The Miz"" Mizanin",9,,6.0,False,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,-0.7875524060323068,196.71875,0.0,True
30,"Mike ""The Miz"" Mizanin",10,,4.0,False,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,-0.5823980845374582,174.86111111111111,0.0,True
30,"Mike ""The Miz"" Mizanin",11,,,False,Witney Carson,Athlete,40,Ohio,United States,Eliminated Week 7,9,7,0.0,157.375,,False
30,Olivia Jade,1,187.5,5.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.15581224806605817,,,False
30,Olivia Jade,2,202.5,5.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.3211397749648223,187.5,15.0,False
30,Olivia Jade,3,240.0,1.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.7105546341905189,195.0,37.5,False
30,Olivia Jade,4,262.5,2.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.618875608535386,210.0,22.5,False
30,Olivia Jade,5,270.0,3.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.6349998737457638,223.125,7.5,False
30,Olivia Jade,6,270.0,3.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.6559913722599401,232.5,0.0,False
30,Olivia Jade,7,315.0,1.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,1.0872613486621687,238.75,45.0,False
30,Olivia Jade,8,270.0,4.0,True,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.7707410295688794,249.64285714285714,-45.0,False
30,Olivia Jade,9,,6.0,False,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,-0.7875524060323068,252.1875,-270.0,True
30,Olivia Jade,10,,4.0,False,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,-0.5823980845374582,224.16666666666666,0.0,True
30,Olivia Jade,11,,,False,Valentin Chmerkovskiy,Social Media Personality,21,California,United States,Eliminated Week 8,8,8,0.0,201.75,,False
30,Suni Lee,1,210.0,2.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.934873488396349,,,False
30,Suni Lee,2,210.0,4.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.5619946061884391,210.0,0.0,False
30,Suni Lee,3,210.0,4.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.194829496471594,210.0,0.0,False
30,Suni Lee,4,255.0,3.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.5329206629054712,210.0,45.0,False
30,Suni Lee,5,270.0,3.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.6349998737457638,221.25,15.0,False
30,Suni Lee,6,270.0,3.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.6559913722599401,231.0,0.0,False
30,Suni Lee,7,255.0,5.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.6566627947365573,237.5,-15.0,False
30,Suni Lee,8,315.0,1.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,1.0697353944878412,240.0,60.0,False
30,Suni Lee,9,281.25,3.0,True,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,1.1726167461498727,249.375,-33.75,False
30,Suni Lee,10,,4.0,False,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,-0.5823980845374582,252.91666666666666,-281.25,True
30,Suni Lee,11,,,False,Sasha Farber,Athlete,18,Minnesota,United States,Eliminated Week 9,5,9,0.0,227.625,,False
31,Charli D'Amelio,1,240.0,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,1.8115292875273037,,,False
31,Charli D'Amelio,2,240.0,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,0.8249432458569604,240.0,0.0,False
31,Charli D'Amelio,3,247.5,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,0.7558665212202709,240.0,7.5,False
31,Charli D'Amelio,4,270.0,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,0.7914315098222956,242.5,22.5,False
31,Charli D'Amelio,5,315.0,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,0.823332414227001,249.375,45.0,False
31,Charli D'Amelio,6,300.0,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,1.0581667963189534,262.5,-15.0,False
31,Charli D'Amelio,7,292.5,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,1.0023523038904145,268.75,-7.5,False
31,Charli D'Amelio,8,337.5,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,1.2323431586847493,272.14285714285717,45.0,False
31,Charli D'Amelio,9,300.0,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,1.4255641307347746,280.3125,-37.5,False
31,Charli D'Amelio,10,300.0,1.0,True,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,1.7336263633944775,282.5,0.0,False
31,Charli D'Amelio,11,,,False,Mark Ballas,Social Media Personality,18,Connecticut,United States,1st Place,1,999,0.0,284.25,,False
31,Cheryl Ladd,1,157.5,8.0,True,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-0.6410026709711998,,,False
31,Cheryl Ladd,2,157.5,10.0,True,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-0.6269568668512899,157.5,0.0,True
31,Cheryl Ladd,3,180.0,10.0,True,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-0.11489171122548117,157.5,22.5,False
31,Cheryl Ladd,4,,8.0,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-1.9547404760671157,165.0,-180.0,True
31,Cheryl Ladd,5,,11.0,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-1.6521905493548543,123.75,0.0,True
31,Cheryl Ladd,6,,7.0,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-1.237517100779793,99.0,0.0,True
31,Cheryl Ladd,7,,8.0,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-1.0930173364031155,82.5,0.0,True
31,Cheryl Ladd,8,,7.0,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-0.9530929847955942,70.71428571428571,0.0,True
31,Cheryl Ladd,9,,5.0,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-0.7467240684801201,61.875,0.0,True
31,Cheryl Ladd,10,,3.0,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,-0.5587721336560713,55.0,0.0,True
31,Cheryl Ladd,11,,,False,Louis van Amstel,Actor/Actress,71,South Dakota,United States,Eliminated Week 3,14,3,0.0,49.5,,False
31,Daniel Durant,1,202.5,4.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.6967420336643476,,,False
31,Daniel Durant,2,217.5,3.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.4289704878456194,202.5,15.0,False
31,Daniel Durant,3,232.5,3.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.5623646917878815,210.0,15.0,False
31,Daniel Durant,4,217.5,5.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.2574536236771323,217.5,-15.0,False
31,Daniel Durant,5,251.25,9.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.3223337192163874,217.5,33.75,False
31,Daniel Durant,6,255.0,4.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.7138142117541415,224.25,3.75,False
31,Daniel Durant,7,273.75,3.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.8680337372049319,229.375,18.75,False
31,Daniel Durant,8,292.5,4.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.9409516728873701,235.71428571428572,18.75,False
31,Daniel Durant,9,258.75,3.0,True,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,1.1268745033427265,242.8125,-33.75,False
31,Daniel Durant,10,,3.0,False,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,-0.5587721336560713,244.58333333333334,-258.75,True
31,Daniel Durant,11,,,False,Britt Stewart,Actor/Actress,32,Michigan,United States,Eliminated Week 9,5,9,0.0,220.125,,False
31,Gabby Windey,1,210.0,3.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.9196994844369388,,,False
31,Gabby Windey,2,240.0,1.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.8249432458569604,210.0,30.0,False
31,Gabby Windey,3,247.5,1.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.7558665212202709,225.0,7.5,False
31,Gabby Windey,4,270.0,1.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.7914315098222956,232.5,22.5,False
31,Gabby Windey,5,307.5,2.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.7643913912845758,241.875,37.5,False
31,Gabby Windey,6,277.5,2.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.8859905040365474,255.0,-30.0,False
31,Gabby Windey,7,266.25,4.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.8143063105307389,258.75,-11.25,False
31,Gabby Windey,8,300.0,3.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.9895169205202666,259.82142857142856,33.75,False
31,Gabby Windey,9,300.0,1.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,1.4255641307347746,264.84375,0.0,False
31,Gabby Windey,10,300.0,1.0,True,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,1.7336263633944775,268.75,0.0,False
31,Gabby Windey,11,,,False,Valentin Chmerkovskiy,TV Personality,31,Illinois,United States,2nd Place,2,999,0.0,271.875,,False
31,Heidi D'Amelio,1,180.0,6.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.027869681346573902,,,False
31,Heidi D'Amelio,2,210.0,4.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.29697956850850576,180.0,30.0,False
31,Heidi D'Amelio,3,240.0,2.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.6591156065040762,195.0,30.0,False
31,Heidi D'Amelio,4,255.0,2.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.6388663994951062,210.0,15.0,False
31,Heidi D'Amelio,5,292.5,4.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.6465093453997256,221.25,37.5,False
31,Heidi D'Amelio,6,270.0,3.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.8285984066090788,235.5,-22.5,False
31,Heidi D'Amelio,7,262.5,5.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.7874425971936423,241.25,-7.5,False
31,Heidi D'Amelio,8,262.5,5.0,True,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.746690682355784,244.28571428571428,0.0,False
31,Heidi D'Amelio,9,,5.0,False,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,-0.7467240684801201,246.5625,-262.5,True
31,Heidi D'Amelio,10,,3.0,False,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,-0.5587721336560713,219.16666666666666,0.0,True
31,Heidi D'Amelio,11,,,False,Artem Chigvintsev,Social Media Personality,50,Louisiana,United States,Eliminated Week 8,8,8,0.0,197.25,,False
31,Jason Lewis,1,135.0,10.0,True,Peta Murgatroyd,Actor/Actress,51,California,United States,Eliminated Week 1,16,1,-1.3098750232889733,,,True
